Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,1,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,RECIPROCATING,POSITIONING,0,1,0,0,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CLIMB,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,UNK,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,1,IMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,RECIPROCATING,BUSINESS,0,0,1,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,1,IMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,BUSINESS,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,IMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,IMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO JET,BUSINESS,0,0,0,1,IMC,CLIMB,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,BUSINESS,0,0,1,0,IMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,BUSINESS,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,FERRY,0,0,0,1,IMC,GO-AROUND,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,STANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,1,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,GO-AROUND,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,IMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,IMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,1,0,UNK,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,IMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,RECIPROCATING,BUSINESS,0,1,0,0,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,1,0,IMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,UNK,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,1,RECIPROCATING,FERRY,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,CLIMB,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,RECIPROCATING,BUSINESS,0,0,1,0,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,0,0,1,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,1,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,DESCENT,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,STANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,GO-AROUND,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,1,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,IMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,1,0,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,1,IMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,1,0,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,MANEUVERING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,1,0,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FERRY,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,APPROACH,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,1,VMC,CRUISE,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,1,0,0,VMC,GO-AROUND,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,LANDING,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,1,VMC,TAXI,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,TAKEOFF,1
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,0,VMC,APPROACH,1
